ticket_id,customer_email,ticket_status,priority,csat_score,opened_date,channel,agent_team,resolution_hours,first_response_hours,escalation_count
T00207-2, CUSTOMER0207@DEMO-ML.EXAMPLE , pending , critical ,3.3,2026-02-26,chat,success,24.5,0.75,2
T00208-1,customer0208@demo-ml.example, pending , high ,,2026-02-27,chat,security,18.5,8.75,2
T00208-1,customer0208@demo-ml.example, pending , high ,,2026-02-27,chat,security,18.5,8.75,2
T00209-1,customer0209@demo-ml.example,, critical ,3.6,2026-03-01,phone,platform,19.0,9.0,0
T00211-1,customer0211@demo-ml.example, open , medium ,2.6,2026-03-05,email,billing,20.0,0.5,2
T00212-1,customer0212@demo-ml.example, pending , high ,3.3,2026-03-07,chat,security,20.5,0.75,0
T00213-1,customer0213@demo-ml.example, resolved , critical ,4.0,2026-03-09,phone,platform,21.0,1.0,1
T00213-2, CUSTOMER0213@DEMO-ML.EXAMPLE , closed , medium ,2.7,2026-03-10,web,security,27.5,2.25,2
T00214-1,customer0214@demo-ml.example, closed , low ,4.7,2026-03-11,web,success,21.5,1.25,2
T00216-1,customer0216@demo-ml.example, pending , high ,,2026-03-15,chat,security,22.5,1.75,1
T00216-2, CUSTOMER0216@DEMO-ML.EXAMPLE , resolved , low ,4.8,2026-03-16,phone,billing,29.0,3.0,2
T00217-1,customer0217@demo-ml.example, resolved , critical ,4.4,2026-03-17,phone,platform,23.0,2.0,2
T00217-3,customer0217@demo-ml.example, open , critical ,4.2,2026-03-19,email,billing,36.0,4.5,1
T00218-1,customer0218@demo-ml.example, closed , low ,2.7,2026-03-19,web,success,23.5,2.25,0
T00219-1,customer0219@demo-ml.example, open , medium ,3.4,2026-03-21,email,billing,24.0,2.5,1
T00219-2, CUSTOMER0219@DEMO-ML.EXAMPLE , pending , critical ,4.5,2026-03-22,chat,success,30.5,3.75,2
T00221-1,customer0221@demo-ml.example, resolved ,,4.8,2026-03-25,phone,platform,25.0,3.0,0
T00221-1,customer0221@demo-ml.example, resolved ,,4.8,2026-03-25,phone,platform,25.0,3.0,0
T00222-1,customer0222@demo-ml.example, closed , low ,3.1,2026-03-27,web,success,25.5,3.25,1
T00222-2, CUSTOMER0222@DEMO-ML.EXAMPLE , open , high ,4.2,2026-03-28,email,platform,32.0,4.5,2
T00223-1,customer0223@demo-ml.example, open , medium ,3.8,2026-03-29,email,billing,26.0,3.5,2
T00224-1,customer0224@demo-ml.example, pending , high ,,2026-03-31,chat,security,26.5,3.75,0
T00224-3,customer0224@demo-ml.example, closed , high ,4.3,2026-01-02,web,success,39.5,6.25,2
T00226-1,customer0226@demo-ml.example, closed , low ,3.5,2026-01-04,web,success,27.5,4.25,2
T00227-1,customer0227@demo-ml.example, open , medium ,4.2,2026-01-06,email,billing,28.0,4.5,0
T00228-1,customer0228@demo-ml.example,, high ,4.9,2026-01-08,chat,security,28.5,4.75,1
T00228-2, CUSTOMER0228@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-01-09,phone,billing,35.0,6.0,2
T00229-1,customer0229@demo-ml.example, resolved , critical ,3.2,2026-01-10,phone,platform,29.0,5.0,2
T00231-1,customer0231@demo-ml.example, open , medium ,4.6,2026-01-14,email,billing,30.0,5.5,1
T00231-2, CUSTOMER0231@DEMO-ML.EXAMPLE , pending , critical ,3.3,2026-01-15,chat,success,36.5,6.75,2
T00231-3,customer0231@demo-ml.example, resolved , medium ,4.4,2026-01-16,phone,platform,43.0,8.0,0
T00232-1,customer0232@demo-ml.example, pending , high ,,2026-01-16,chat,security,30.5,5.75,2
T00233-1,customer0233@demo-ml.example, resolved , critical ,3.6,2026-01-18,phone,platform,31.0,6.0,0
T00234-1,customer0234@demo-ml.example, closed , low ,4.3,2026-01-20,web,success,31.5,6.25,1
T00234-1,customer0234@demo-ml.example, closed , low ,4.3,2026-01-20,web,success,31.5,6.25,1
T00234-2, CUSTOMER0234@DEMO-ML.EXAMPLE , open , high ,3.0,2026-01-21,email,platform,38.0,7.5,2
T00236-1,customer0236@demo-ml.example, pending , high ,3.3,2026-01-24,chat,security,32.5,6.75,0
T00237-1,customer0237@demo-ml.example, resolved , critical ,4.0,2026-01-26,phone,platform,33.0,7.0,1
T00237-2, CUSTOMER0237@DEMO-ML.EXAMPLE , closed , medium ,2.7,2026-01-27,web,security,39.5,8.25,2
T00238-1,customer0238@demo-ml.example, closed ,,4.7,2026-01-28,web,success,33.5,7.25,2
T00238-3,customer0238@demo-ml.example, pending , low ,4.5,2026-01-30,chat,security,46.5,0.75,1
T00239-1,customer0239@demo-ml.example, open , medium ,3.0,2026-01-30,email,billing,34.0,7.5,0
T00241-1,customer0241@demo-ml.example, resolved , critical ,4.4,2026-02-03,phone,platform,35.0,8.0,2
T00242-1,customer0242@demo-ml.example, closed , low ,2.7,2026-02-05,web,success,35.5,8.25,0
T00243-1,customer0243@demo-ml.example, open , medium ,3.4,2026-02-07,email,billing,36.0,8.5,1
T00243-2, CUSTOMER0243@DEMO-ML.EXAMPLE , pending , critical ,4.5,2026-02-08,chat,success,42.5,0.75,2
T00244-1,customer0244@demo-ml.example, pending , high ,4.1,2026-02-09,chat,security,36.5,8.75,2
T00246-1,customer0246@demo-ml.example, closed , low ,3.1,2026-02-13,web,success,37.5,9.25,1
T00246-2, CUSTOMER0246@DEMO-ML.EXAMPLE , open , high ,4.2,2026-02-14,email,platform,44.0,1.5,2
T00247-1,customer0247@demo-ml.example,, medium ,3.8,2026-02-15,email,billing,38.0,0.5,2
T00247-1,customer0247@demo-ml.example,, medium ,3.8,2026-02-15,email,billing,38.0,0.5,2
T00248-1,customer0248@demo-ml.example, pending , high ,,2026-02-17,chat,security,38.5,0.75,0
T00249-1,customer0249@demo-ml.example, resolved , critical ,2.8,2026-02-19,phone,platform,39.0,1.0,1
T00249-2, CUSTOMER0249@DEMO-ML.EXAMPLE , closed , medium ,3.9,2026-02-20,web,security,45.5,2.25,2
T00251-1,customer0251@demo-ml.example, open , medium ,4.2,2026-02-23,email,billing,40.0,1.5,0
T00252-1,customer0252@demo-ml.example, pending , high ,4.9,2026-02-25,chat,security,40.5,1.75,1
T00252-2, CUSTOMER0252@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-02-26,phone,billing,47.0,3.0,2
T00252-3,customer0252@demo-ml.example, closed , high ,4.7,2026-02-27,web,success,5.5,4.25,0
T00253-1,customer0253@demo-ml.example, resolved , critical ,3.2,2026-02-27,phone,platform,41.0,2.0,2
T00254-1,customer0254@demo-ml.example, closed , low ,3.9,2026-03-01,web,success,41.5,2.25,0
T00256-1,customer0256@demo-ml.example, pending , high ,,2026-03-05,chat,security,42.5,2.75,2
T00257-1,customer0257@demo-ml.example, resolved , critical ,3.6,2026-03-07,phone,platform,43.0,3.0,0
T00258-1,customer0258@demo-ml.example, closed , low ,4.3,2026-03-09,web,success,43.5,3.25,1
T00258-2, CUSTOMER0258@DEMO-ML.EXAMPLE , open , high ,3.0,2026-03-10,email,platform,50.0,4.5,2
T00259-1,customer0259@demo-ml.example, open , medium ,2.6,2026-03-11,email,billing,44.0,3.5,2
T00259-3,customer0259@demo-ml.example, resolved , medium ,4.8,2026-03-13,phone,platform,9.0,6.0,1
T00261-1,customer0261@demo-ml.example, resolved , critical ,4.0,2026-03-15,phone,platform,45.0,4.0,1
T00261-2, CUSTOMER0261@DEMO-ML.EXAMPLE , closed , medium ,2.7,2026-03-16,web,security,51.5,5.25,2
T00262-1,customer0262@demo-ml.example, closed , low ,4.7,2026-03-17,web,success,45.5,4.25,2
T00263-1,customer0263@demo-ml.example, open , medium ,3.0,2026-03-19,email,billing,46.0,4.5,0
T00264-1,customer0264@demo-ml.example, pending , high ,,2026-03-21,chat,security,46.5,4.75,1
T00264-2, CUSTOMER0264@DEMO-ML.EXAMPLE , resolved , low ,4.8,2026-03-22,phone,billing,5.0,6.0,2
T00266-1,customer0266@demo-ml.example,, low ,2.7,2026-03-25,web,success,47.5,5.25,0
T00266-3,customer0266@demo-ml.example, pending , low ,4.9,2026-03-27,chat,security,12.5,7.75,2
T00267-1,customer0267@demo-ml.example, open , medium ,3.4,2026-03-27,email,billing,48.0,5.5,1
T00267-2, CUSTOMER0267@DEMO-ML.EXAMPLE , pending , critical ,4.5,2026-03-28,chat,success,6.5,6.75,2
T00268-1,customer0268@demo-ml.example, pending , high ,4.1,2026-03-29,chat,security,48.5,5.75,2
T00269-1,customer0269@demo-ml.example, resolved , critical ,4.8,2026-03-31,phone,platform,49.0,6.0,0
T00271-1,customer0271@demo-ml.example, open , medium ,3.8,2026-01-04,email,billing,50.0,6.5,2
T00272-1,customer0272@demo-ml.example, pending ,,,2026-01-06,chat,security,50.5,6.75,0
T00273-1,customer0273@demo-ml.example, resolved , critical ,2.8,2026-01-08,phone,platform,51.0,7.0,1
T00273-1,customer0273@demo-ml.example, resolved , critical ,2.8,2026-01-08,phone,platform,51.0,7.0,1
T00273-2, CUSTOMER0273@DEMO-ML.EXAMPLE , closed , medium ,3.9,2026-01-09,web,security,9.5,8.25,2
T00273-3,customer0273@demo-ml.example, open , critical ,2.6,2026-01-10,email,billing,16.0,0.5,0
T00274-1,customer0274@demo-ml.example, closed , low ,3.5,2026-01-10,web,success,51.5,7.25,2
T00276-1,customer0276@demo-ml.example, pending , high ,4.9,2026-01-14,chat,security,4.5,7.75,1
T00276-2, CUSTOMER0276@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-01-15,phone,billing,11.0,9.0,2
T00277-1,customer0277@demo-ml.example, resolved , critical ,3.2,2026-01-16,phone,platform,5.0,8.0,2
T00278-1,customer0278@demo-ml.example, closed , low ,3.9,2026-01-18,web,success,5.5,8.25,0
T00279-1,customer0279@demo-ml.example, open , medium ,4.6,2026-01-20,email,billing,6.0,8.5,1
T00279-2, CUSTOMER0279@DEMO-ML.EXAMPLE , pending , critical ,3.3,2026-01-21,chat,success,12.5,0.75,2
T00281-1,customer0281@demo-ml.example, resolved , critical ,3.6,2026-01-24,phone,platform,7.0,9.0,0
T00282-1,customer0282@demo-ml.example, closed , low ,4.3,2026-01-26,web,success,7.5,9.25,1
T00282-2, CUSTOMER0282@DEMO-ML.EXAMPLE , open , high ,3.0,2026-01-27,email,platform,14.0,1.5,2
T00283-1,customer0283@demo-ml.example, open , medium ,2.6,2026-01-28,email,billing,8.0,0.5,2
T00284-1,customer0284@demo-ml.example, pending , high ,3.3,2026-01-30,chat,security,8.5,0.75,0
T00286-1,customer0286@demo-ml.example, closed , low ,4.7,2026-02-03,web,success,9.5,1.25,2
T00286-1,customer0286@demo-ml.example, closed , low ,4.7,2026-02-03,web,success,9.5,1.25,2
T00287-1,customer0287@demo-ml.example, open , medium ,3.0,2026-02-05,email,billing,10.0,1.5,0
T00287-3,customer0287@demo-ml.example, resolved , medium ,2.8,2026-02-07,phone,platform,23.0,4.0,2
T00288-1,customer0288@demo-ml.example, pending , high ,,2026-02-07,chat,security,10.5,1.75,1
T00288-2, CUSTOMER0288@DEMO-ML.EXAMPLE , resolved , low ,4.8,2026-02-08,phone,billing,17.0,3.0,2
T00289-1,customer0289@demo-ml.example, resolved ,,4.4,2026-02-09,phone,platform,11.0,2.0,2
T00291-1,customer0291@demo-ml.example, open , medium ,3.4,2026-02-13,email,billing,12.0,2.5,1
T00291-2, CUSTOMER0291@DEMO-ML.EXAMPLE , pending , critical ,4.5,2026-02-14,chat,success,18.5,3.75,2
T00292-1,customer0292@demo-ml.example, pending , high ,4.1,2026-02-15,chat,security,12.5,2.75,2
T00293-1,customer0293@demo-ml.example, resolved , critical ,4.8,2026-02-17,phone,platform,13.0,3.0,0
T00294-1,customer0294@demo-ml.example, closed , low ,3.1,2026-02-19,web,success,13.5,3.25,1
T00294-2, CUSTOMER0294@DEMO-ML.EXAMPLE , open , high ,4.2,2026-02-20,email,platform,20.0,4.5,2
T00294-3,customer0294@demo-ml.example, pending , low ,2.9,2026-02-21,chat,security,26.5,5.75,0
T00296-1,customer0296@demo-ml.example, pending , high ,,2026-02-23,chat,security,14.5,3.75,0
T00297-1,customer0297@demo-ml.example, resolved , critical ,2.8,2026-02-25,phone,platform,15.0,4.0,1
T00297-2, CUSTOMER0297@DEMO-ML.EXAMPLE , closed , medium ,3.9,2026-02-26,web,security,21.5,5.25,2
T00298-1,customer0298@demo-ml.example, closed , low ,3.5,2026-02-27,web,success,15.5,4.25,2
T00299-1,customer0299@demo-ml.example, open , medium ,4.2,2026-03-01,email,billing,16.0,4.5,0
T00299-1,customer0299@demo-ml.example, open , medium ,4.2,2026-03-01,email,billing,16.0,4.5,0
T00301-1,customer0301@demo-ml.example, resolved , critical ,3.2,2026-03-05,phone,platform,17.0,5.0,2
T00301-3,customer0301@demo-ml.example, open , critical ,3.0,2026-03-07,email,billing,30.0,7.5,1
T00302-1,customer0302@demo-ml.example, closed , low ,3.9,2026-03-07,web,success,17.5,5.25,0
T00303-1,customer0303@demo-ml.example, open , medium ,4.6,2026-03-09,email,billing,18.0,5.5,1
T00303-2, CUSTOMER0303@DEMO-ML.EXAMPLE , pending , critical ,3.3,2026-03-10,chat,success,24.5,6.75,2
T00304-1,customer0304@demo-ml.example,, high ,,2026-03-11,chat,security,18.5,5.75,2
T00306-1,customer0306@demo-ml.example, closed ,,4.3,2026-03-15,web,success,19.5,6.25,1
T00306-2, CUSTOMER0306@DEMO-ML.EXAMPLE , open , high ,3.0,2026-03-16,email,platform,26.0,7.5,2
T00307-1,customer0307@demo-ml.example, open , medium ,2.6,2026-03-17,email,billing,20.0,6.5,2
T00308-1,customer0308@demo-ml.example, pending , high ,3.3,2026-03-19,chat,security,20.5,6.75,0
T00308-3,customer0308@demo-ml.example, closed , high ,3.1,2026-03-21,web,success,33.5,9.25,2
T00309-1,customer0309@demo-ml.example, resolved , critical ,4.0,2026-03-21,phone,platform,21.0,7.0,1
T00309-2, CUSTOMER0309@DEMO-ML.EXAMPLE , closed , medium ,2.7,2026-03-22,web,security,27.5,8.25,2
T00311-1,customer0311@demo-ml.example, open , medium ,3.0,2026-03-25,email,billing,22.0,7.5,0
T00312-1,customer0312@demo-ml.example, pending , high ,,2026-03-27,chat,security,22.5,7.75,1
T00312-1,customer0312@demo-ml.example, pending , high ,,2026-03-27,chat,security,22.5,7.75,1
T00312-2, CUSTOMER0312@DEMO-ML.EXAMPLE , resolved , low ,4.8,2026-03-28,phone,billing,29.0,9.0,2
T00313-1,customer0313@demo-ml.example, resolved , critical ,4.4,2026-03-29,phone,platform,23.0,8.0,2
T00314-1,customer0314@demo-ml.example, closed , low ,2.7,2026-03-31,web,success,23.5,8.25,0
T00316-1,customer0316@demo-ml.example, pending , high ,4.1,2026-01-04,chat,security,24.5,8.75,2
T00317-1,customer0317@demo-ml.example, resolved , critical ,4.8,2026-01-06,phone,platform,25.0,9.0,0
T00318-1,customer0318@demo-ml.example, closed , low ,3.1,2026-01-08,web,success,25.5,9.25,1
T00318-2, CUSTOMER0318@DEMO-ML.EXAMPLE , open , high ,4.2,2026-01-09,email,platform,32.0,1.5,2
T00319-1,customer0319@demo-ml.example, open , medium ,3.8,2026-01-10,email,billing,26.0,0.5,2
T00321-1,customer0321@demo-ml.example, resolved , critical ,2.8,2026-01-14,phone,platform,27.0,1.0,1
T00321-2, CUSTOMER0321@DEMO-ML.EXAMPLE , closed , medium ,3.9,2026-01-15,web,security,33.5,2.25,2
T00322-1,customer0322@demo-ml.example, closed , low ,3.5,2026-01-16,web,success,27.5,1.25,2
T00322-3,customer0322@demo-ml.example, pending , low ,3.3,2026-01-18,chat,security,40.5,3.75,1
T00323-1,customer0323@demo-ml.example,,,4.2,2026-01-18,email,billing,28.0,1.5,0
T00324-1,customer0324@demo-ml.example, pending , high ,4.9,2026-01-20,chat,security,28.5,1.75,1
T00324-2, CUSTOMER0324@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-01-21,phone,billing,35.0,3.0,2
T00326-1,customer0326@demo-ml.example, closed , low ,3.9,2026-01-24,web,success,29.5,2.25,0
T00327-1,customer0327@demo-ml.example, open , medium ,4.6,2026-01-26,email,billing,30.0,2.5,1
T00327-2, CUSTOMER0327@DEMO-ML.EXAMPLE , pending , critical ,3.3,2026-01-27,chat,success,36.5,3.75,2
T00328-1,customer0328@demo-ml.example, pending , high ,,2026-01-28,chat,security,30.5,2.75,2
T00329-1,customer0329@demo-ml.example, resolved , critical ,3.6,2026-01-30,phone,platform,31.0,3.0,0
T00329-3,customer0329@demo-ml.example, open , critical ,3.4,2026-02-01,email,billing,44.0,5.5,2
T00331-1,customer0331@demo-ml.example, open , medium ,2.6,2026-02-03,email,billing,32.0,3.5,2
T00332-1,customer0332@demo-ml.example, pending , high ,3.3,2026-02-05,chat,security,32.5,3.75,0
T00333-1,customer0333@demo-ml.example, resolved , critical ,4.0,2026-02-07,phone,platform,33.0,4.0,1
T00333-2, CUSTOMER0333@DEMO-ML.EXAMPLE , closed , medium ,2.7,2026-02-08,web,security,39.5,5.25,2
T00334-1,customer0334@demo-ml.example, closed , low ,4.7,2026-02-09,web,success,33.5,4.25,2
T00336-1,customer0336@demo-ml.example, pending , high ,,2026-02-13,chat,security,34.5,4.75,1
T00336-2, CUSTOMER0336@DEMO-ML.EXAMPLE , resolved , low ,4.8,2026-02-14,phone,billing,41.0,6.0,2
T00336-3,customer0336@demo-ml.example, closed , high ,3.5,2026-02-15,web,success,47.5,7.25,0
T00337-1,customer0337@demo-ml.example, resolved , critical ,4.4,2026-02-15,phone,platform,35.0,5.0,2
T00338-1,customer0338@demo-ml.example, closed , low ,2.7,2026-02-17,web,success,35.5,5.25,0
T00338-1,customer0338@demo-ml.example, closed , low ,2.7,2026-02-17,web,success,35.5,5.25,0
T00339-1,customer0339@demo-ml.example, open , medium ,3.4,2026-02-19,email,billing,36.0,5.5,1
T00339-2, CUSTOMER0339@DEMO-ML.EXAMPLE , pending , critical ,4.5,2026-02-20,chat,success,42.5,6.75,2
T00341-1,customer0341@demo-ml.example, resolved , critical ,4.8,2026-02-23,phone,platform,37.0,6.0,0
T00342-1,customer0342@demo-ml.example,, low ,3.1,2026-02-25,web,success,37.5,6.25,1
T00342-2, CUSTOMER0342@DEMO-ML.EXAMPLE , open , high ,4.2,2026-02-26,email,platform,44.0,7.5,2
T00343-1,customer0343@demo-ml.example, open , medium ,3.8,2026-02-27,email,billing,38.0,6.5,2
T00343-3,customer0343@demo-ml.example, resolved , medium ,3.6,2026-03-01,phone,platform,51.0,9.0,1
T00344-1,customer0344@demo-ml.example, pending , high ,,2026-03-01,chat,security,38.5,6.75,0
T00346-1,customer0346@demo-ml.example, closed , low ,3.5,2026-03-05,web,success,39.5,7.25,2
T00347-1,customer0347@demo-ml.example, open , medium ,4.2,2026-03-07,email,billing,40.0,7.5,0
T00348-1,customer0348@demo-ml.example, pending , high ,4.9,2026-03-09,chat,security,40.5,7.75,1
T00348-2, CUSTOMER0348@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-03-10,phone,billing,47.0,9.0,2
T00349-1,customer0349@demo-ml.example, resolved , critical ,3.2,2026-03-11,phone,platform,41.0,8.0,2
T00351-1,customer0351@demo-ml.example, open , medium ,4.6,2026-03-15,email,billing,42.0,8.5,1
T00351-1,customer0351@demo-ml.example, open , medium ,4.6,2026-03-15,email,billing,42.0,8.5,1
T00351-2, CUSTOMER0351@DEMO-ML.EXAMPLE , pending , critical ,3.3,2026-03-16,chat,success,48.5,0.75,2
T00352-1,customer0352@demo-ml.example, pending , high ,,2026-03-17,chat,security,42.5,8.75,2
T00353-1,customer0353@demo-ml.example, resolved , critical ,3.6,2026-03-19,phone,platform,43.0,9.0,0
T00354-1,customer0354@demo-ml.example, closed , low ,4.3,2026-03-21,web,success,43.5,9.25,1
T00354-2, CUSTOMER0354@DEMO-ML.EXAMPLE , open , high ,3.0,2026-03-22,email,platform,50.0,1.5,2
T00356-1,customer0356@demo-ml.example, pending , high ,3.3,2026-03-25,chat,security,44.5,0.75,0
T00357-1,customer0357@demo-ml.example, resolved ,,4.0,2026-03-27,phone,platform,45.0,1.0,1
T00357-2, CUSTOMER0357@DEMO-ML.EXAMPLE , closed , medium ,2.7,2026-03-28,web,security,51.5,2.25,2
T00357-3,customer0357@demo-ml.example, open , critical ,3.8,2026-03-29,email,billing,10.0,3.5,0
T00358-1,customer0358@demo-ml.example, closed , low ,4.7,2026-03-29,web,success,45.5,1.25,2
T00359-1,customer0359@demo-ml.example, open , medium ,3.0,2026-03-31,email,billing,46.0,1.5,0
T00361-1,customer0361@demo-ml.example,, critical ,4.4,2026-01-04,phone,platform,47.0,2.0,2
T00362-1,customer0362@demo-ml.example, closed , low ,2.7,2026-01-06,web,success,47.5,2.25,0
T00363-1,customer0363@demo-ml.example, open , medium ,3.4,2026-01-08,email,billing,48.0,2.5,1
T00363-2, CUSTOMER0363@DEMO-ML.EXAMPLE , pending , critical ,4.5,2026-01-09,chat,success,6.5,3.75,2
T00364-1,customer0364@demo-ml.example, pending , high ,4.1,2026-01-10,chat,security,48.5,2.75,2
T00364-1,customer0364@demo-ml.example, pending , high ,4.1,2026-01-10,chat,security,48.5,2.75,2
T00364-3,customer0364@demo-ml.example, closed , high ,3.9,2026-01-12,web,success,13.5,5.25,1
T00366-1,customer0366@demo-ml.example, closed , low ,3.1,2026-01-14,web,success,49.5,3.25,1
T00366-2, CUSTOMER0366@DEMO-ML.EXAMPLE , open , high ,4.2,2026-01-15,email,platform,8.0,4.5,2
T00367-1,customer0367@demo-ml.example, open , medium ,3.8,2026-01-16,email,billing,50.0,3.5,2
T00368-1,customer0368@demo-ml.example, pending , high ,,2026-01-18,chat,security,50.5,3.75,0
T00369-1,customer0369@demo-ml.example, resolved , critical ,2.8,2026-01-20,phone,platform,51.0,4.0,1
T00369-2, CUSTOMER0369@DEMO-ML.EXAMPLE , closed , medium ,3.9,2026-01-21,web,security,9.5,5.25,2
T00371-1,customer0371@demo-ml.example, open , medium ,4.2,2026-01-24,email,billing,4.0,4.5,0
T00371-3,customer0371@demo-ml.example, resolved , medium ,4.0,2026-01-26,phone,platform,17.0,7.0,2
T00372-1,customer0372@demo-ml.example, pending , high ,4.9,2026-01-26,chat,security,4.5,4.75,1
T00372-2, CUSTOMER0372@DEMO-ML.EXAMPLE , resolved , low ,3.6,2026-01-27,phone,billing,11.0,6.0,2
T00373-1,customer0373@demo-ml.example, resolved , critical ,3.2,2026-01-28,phone,platform,5.0,5.0,2
T00374-1,customer0374@demo-ml.example, closed ,,3.9,2026-01-30,web,success,5.5,5.25,0
T00376-1,customer0376@demo-ml.example, pending , high ,,2026-02-03,chat,security,6.5,5.75,2
